Brand,Model,Adtype,Fuel,Year,Price,PriceType,Kilometers,Condition,Color,Transimition,Bodytype,CarUrl
Nissan,Sunny,For Sale,Benzine,2015,"320,000",Price,70000 to 79999,Used,Blue- Navy Blue,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%B5%D8%A7%D9%86%D9%8A-2015-%D8%B9%D8%AF%D8%A7%D8%AF77-%D8%A7%D9%84%D9%81-%D9%83%D9%8A%D9%84%D9%88-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-%D9%84%D8%AF%D9%8A-%D8%A7%D9%88%D8%AA%D9%88-%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-ID196356538.html
Chevrolet,Optra,For Sale,Benzine,2016,"280,000",Price,180000 to 199999,Used,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1-%D9%81%D8%A7%D8%B1%D9%8A%D9%83%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID196354972.html
Mitsubishi,Xpander,For Sale,Benzine,2022,"200,000",Price,Not Availiable,New,Gray,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A-%D8%A7%D9%83%D8%B3%D8%A8%D8%A7%D9%86%D8%AF%D8%B1-%D8%A8%D9%85%D9%82%D8%AF%D9%85-%D9%8A%D8%A8%D8%AF%D8%A7-%D9%85%D9%86-%D9%A1%D9%A2%D9%A0%D9%A0%D9%A0%D9%A0-%D9%88%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID185592760.html
Kia,Sportage,For Sale,Benzine,2022,"300,000",Price,Not Availiable,New,Burgundy,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC22%D8%A3%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A7%D9%82%D9%84-%D9%81%D8%A7%D9%8A%D8%AF%D9%87-72%D9%88%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID177425781.html
Toyota,Corolla,For Sale,Benzine,2022,"200,000",Price,Not Availiable,New,Red,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D8%B1%D9%88%D9%84%D8%A7-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A7%D9%82%D9%84-%D9%81%D8%A7%D9%8A%D8%AF%D9%87-9%D9%88%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D8%B3%D8%AA%D8%B9%D9%84%D8%A7%D9%85-%D8%B9%D9%85%D9%84-ID177581287.html
Suzuki,S-Presso,For Sale,Benzine,2022,"65,000",Price,Not Availiable,New,Blue- Navy Blue,Manual,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%8A-%D8%A7%D8%B3%D8%A8%D9%8A%D8%B1%D9%8A%D8%B3%D9%88%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%88%D8%A7%D9%86-%D9%88%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID184678055.html
Peugeot,2008,For Sale,Benzine,2022,"250,000",Price,Not Availiable,New,White,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%A8%D9%8A%D8%AC%D9%88-2008-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A7%D9%82%D9%84-%D9%81%D8%A7%D9%8A%D8%AF%D9%87-%D8%A7%D8%B7%D9%88%D9%84-%D9%81%D8%AA%D8%B1%D9%87-%D8%B3%D8%AF%D8%A7%D8%AF-ID184369048.html
Seat,Leon,For Sale,Benzine,2021,"350,000",Price,Not Availiable,New,Red,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%B3%D9%8A%D8%A7%D8%AA-%D9%84%D9%8A%D9%88%D9%86-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF%D9%87-%D9%83%D9%84%D9%8A%D8%A7-%D8%A8%D9%81%D8%A7%D9%8A%D8%AF%D9%87-88-%D9%88%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID178768545.html
Seat,Ateca,For Sale,Benzine,2022,"200,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%B3%D9%8A%D8%A7%D8%AA-%D8%A7%D8%AA%D9%8A%D9%83%D8%A7-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D9%81-%D9%85%D8%B5%D8%B1-%D9%88%D8%A8%D9%81%D8%A7%D9%8A%D8%AF%D8%A9-8-%D9%88%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID177728203.html
Jetour,X70,For Sale,Benzine,2022,"200,000",Price,Not Availiable,New,Burgundy,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%AC%D9%8A%D8%AA%D9%88%D8%B1-x70-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D9%88%D8%A8%D9%81%D8%A7%D9%8A%D8%AF%D8%A9-9-%D8%A8%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID178808249.html
Peugeot,301,For Sale,Benzine,2022,"90,000",Price,Not Availiable,New,Gray,Automatic,Sedan,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%A8%D9%8A%D8%AC%D9%88-301-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%88%D8%A7%D9%86-%D8%A7%D9%84%D9%81%D8%A6%D8%A7%D8%AA-%D8%A8%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A8%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-%D9%81%D9%82%D8%B7-ID181073844.html
Jaguar,F-type,For Sale,Benzine,2022,"4,050,000",Price,Not Availiable,New,Red,Automatic,Cabriolet,https://www.olx.com.eg/en/ad/jaguar-f-type-special-color-ID196106609.html
Mercedes-Benz,E300,For Sale,Benzine,2022,"3,450,000",Price,0 to 9999,Used,White,Automatic,Coupe,https://www.olx.com.eg/en/ad/mercedes-e300-amg-coupe-2022-ID196349862.html
Suzuki,Vitara,For Sale,Benzine,2023,"200,000",Price,Not Availiable,New,Not Available,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%8A-%D9%81%D9%8A%D8%AA%D8%A7%D8%B12023%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%88%D8%A7%D9%86-%D8%A8%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D8%B3%D8%AA%D8%B9%D9%84%D8%A7%D9%85-%D8%B9%D9%85%D9%84-ID196068976.html
Peugeot,3008,For Sale,Benzine,2022,"300,000",Price,Not Availiable,New,Red,Automatic,Hatchback,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%A8%D9%8A%D8%AC%D9%88-3008-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2022-%D8%A8%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-%D9%81%D9%82%D8%B7-%D9%88%D8%A8%D8%AF%D9%88%D9%86-%D8%B9%D9%85%D9%84-ID184368333.html
Seat,Arona,For Sale,Benzine,2021,"700,000",Price,40000 to 49999,Used,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/seat-arona-2021-fr-ID196197308.html
Kia,Sportage,For Sale,Benzine,2023,"400,000",Price,Not Availiable,New,Other Color,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A8%D9%85%D9%88%D8%A7%D8%B5%D9%81%D8%A7%D8%AA-%D8%AE%D8%A7%D8%B5%D9%87-%D8%A8%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A7%D9%82%D9%84-%D9%81%D8%A7%D9%8A%D8%AF%D9%87-%D9%A8-%D8%B3%D9%86%D9%88%D8%A7%D8%AA-ID196068845.html
Chery,Tiggo,For Sale,Benzine,2023,"100,000",Price,Not Availiable,New,Silver,Automatic,SUV,https://www.olx.com.eg/en/ad/%D9%85%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D8%B4%D9%8A%D8%B1%D9%8A-%D8%AA%D9%8A%D8%AC%D9%88-3-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2023-%D8%A7%D9%82%D9%84-%D9%81%D8%A7%D9%8A%D8%AF%D9%87-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A8%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID192279483.html
MG,HS,Wanted Item,Benzine,2022,"200,000",Price,Not Availiable,New,White,Automatic,SUV,https://www.olx.com.eg/en/ad/%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D9%87-%D8%AC%D8%B1%D9%88%D8%A8-%D9%84%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%85-%D8%AC%D9%8A-hs-%D8%A7%D9%82%D9%84-%D9%85%D9%82%D8%AF%D9%85-%D8%A7%D8%B7%D9%88%D9%84-%D9%81%D8%AA%D8%B1%D9%87-%D8%B3%D8%AF%D8%A7%D8%AF-%D8%B5%D9%88%D8%B1%D9%87-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%82%D9%87-ID191851943.html
